session_id,perfil_usuario,tipo_dispositivo,dia_semana,faixa_horaria,origem_acesso,objetivo_sessao,pageviews,tempo_busca_segundos,tempo_leitura_segundos,tempo_total_segundos,usou_busca,clicou_comunicado,clicou_link_operacional,sucesso_encontrou_o_que_queria,tipo_conteudo_principal,numero_interacoes,proporcao_tempo_leitura,abandono_rapido
1065,Administrativo,desktop,terca,06-08,busca_interna,buscar_sistema,2,40.28,18.32,74.08,1,0,1,0,Site Page,4,0.2473,0
1066,Pesquisador,desktop,terca,14-17,busca_interna,buscar_documento,2,41.53,35.69,106.05,1,0,1,1,Document,4,0.3365,0
1067,Tecnico,desktop,quarta,11-14,link_email,buscar_pessoa,1,23.88,14.53,53.52,0,0,0,0,Site Page,1,0.2715,0
1068,Operacional,desktop,sabado,08-11,busca_interna,ler_comunicado,3,32.67,97.25,162.22,1,0,0,1,News Post,4,0.5995,0
1069,Operacional,desktop,quinta,08-11,busca_interna,acompanhar_noticias,6,20.87,33.19,81.03,1,1,0,1,News Post,8,0.4096,0
1070,Administrativo,desktop,segunda,06-08,link_email,ler_comunicado,5,11.23,116.93,129.22,0,1,0,1,News Post,6,0.9049,0
1071,Tecnico,desktop,quarta,14-17,atalho_sistema,buscar_pessoa,1,28.36,30.69,64.51,0,0,0,1,Site Page,1,0.4757,0
1072,Pesquisador,desktop,quinta,08-11,busca_interna,buscar_documento,4,71.82,37.13,142.53,1,0,1,1,Document,6,0.2605,0
1073,Operacional,desktop,quinta,11-14,home_direta,acompanhar_noticias,5,17.31,94.55,122.95,0,1,0,1,News Post,6,0.769,0
1074,Administrativo,desktop,sexta,06-08,busca_interna,buscar_pessoa,2,23.81,48.5811636375661,93.03145493991373,1,0,0,1,Site Page,3,0.5222,0
1075,Operacional,desktop,domingo,14-17,home_direta,buscar_pessoa,3,60.86,41.12,110.73,0,0,0,1,Site Page,3,0.3714,0
1076,Administrativo,desktop,sabado,14-17,atalho_sistema,buscar_sistema,1,11.75,54.2,68.6,0,0,0,0,Site Page,1,0.7901,0
1077,Administrativo,desktop,domingo,08-11,home_direta,ler_comunicado,3,21.08,95.14,124.59,0,1,0,1,News Post,4,0.7636,0
1078,Administrativo,desktop,sexta,11-14,busca_interna,buscar_sistema,2,38.42,26.21,67.25,1,0,0,1,Site Page,3,0.3897,0
1079,Administrativo,desktop,quinta,11-14,atalho_sistema,buscar_sistema,6,43.27,15.83,85.91,0,0,1,1,Site Page,7,0.1843,0
1080,Tecnico,desktop,sexta,20-06,home_direta,buscar_documento,3,51.03,28.89,116.05,1,0,1,1,Document,5,0.2489,0
1081,Administrativo,desktop,quarta,17-20,atalho_sistema,acompanhar_noticias,4,8.73,16.37,37.48,0,1,0,1,News Post,5,0.4368,0
1082,Pesquisador,desktop,quinta,06-08,busca_interna,buscar_documento,2,62.02,20.3,102.88,1,0,1,0,Document,4,0.1973,0
1083,Operacional,desktop,quinta,08-11,busca_interna,acompanhar_noticias,5,29.5,27.59,75.66,1,1,0,1,News Post,7,0.3647,0
1084,Pesquisador,desktop,segunda,17-20,atalho_sistema,buscar_pessoa,1,27.27,14.73,51.62,0,0,0,1,Site Page,1,0.2854,0
1085,Tecnico,desktop,quarta,08-11,busca_interna,buscar_sistema,6,45.63,59.842893039651734,121.85787886022649,1,0,1,0,Site Page,8,0.4911,0
1086,Pesquisador,desktop,quinta,08-11,busca_interna,buscar_documento,4,43.58,22.3,88.76,1,0,1,1,Document,6,0.2512,0
1087,Tecnico,desktop,sexta,11-14,atalho_sistema,buscar_sistema,3,33.79,24.29,66.6,0,0,1,0,Site Page,4,0.3647,0
1088,Tecnico,desktop,terca,14-17,home_direta,ler_comunicado,8,9.45,29.81,51.95,0,1,0,1,News Post,9,0.5738,0
1089,Tecnico,desktop,terca,17-20,atalho_sistema,buscar_pessoa,4,22.82,35.27,63.23,0,0,0,1,Site Page,4,0.5578,0
1090,Operacional,mobile_web,domingo,08-11,busca_interna,buscar_pessoa,1,61.59,29.68,104.67,1,0,0,0,Site Page,2,0.2836,0
1091,Tecnico,desktop,quinta,11-14,home_direta,buscar_documento,1,81.45,7.13,115.55,1,0,0,1,Document,2,0.0617,0
1092,Administrativo,desktop,terca,08-11,home_direta,ler_comunicado,2,14.79,27.33,46.76,0,0,0,0,News Post,2,0.5845,0
1093,Administrativo,desktop,quinta,20-06,home_direta,buscar_pessoa,1,28.18,22.46,64.18,0,0,0,0,Site Page,1,0.35,0
1094,Tecnico,desktop,quarta,17-20,busca_interna,buscar_sistema,5,23.7,12.92,45.92,1,0,0,1,Site Page,6,0.2814,0
1095,Administrativo,desktop,segunda,14-17,home_direta,buscar_sistema,2,19.62,9.8,52.37,0,0,1,1,Site Page,3,0.1871,0
1096,Administrativo,desktop,sexta,11-14,atalho_sistema,buscar_pessoa,2,20.42,36.08,76.9,0,0,0,1,Site Page,2,0.4692,0
1097,Pesquisador,desktop,sexta,17-20,home_direta,buscar_sistema,6,63.47,37.92,114.83,0,0,0,1,Site Page,6,0.3302,0
1098,Administrativo,desktop,sexta,20-06,home_direta,buscar_sistema,3,31.0,14.6,58.77,0,0,0,1,Site Page,3,0.2484,0
1099,Pesquisador,desktop,domingo,08-11,atalho_sistema,ler_comunicado,8,13.22,68.2,93.69,0,1,0,1,News Post,9,0.7279,0
1100,Operacional,desktop,sexta,11-14,atalho_sistema,acompanhar_noticias,5,8.7,14.85,29.49,0,1,0,1,News Post,6,0.5036,0
1101,Operacional,desktop,quarta,08-11,home_direta,acompanhar_noticias,4,9.81,46.59,88.45,0,1,0,0,News Post,5,0.5267,0
1102,Operacional,desktop,domingo,08-11,home_direta,buscar_sistema,6,15.2,17.41,34.39,0,0,1,1,Site Page,7,0.5063,0
1103,Administrativo,desktop,quinta,11-14,link_email,buscar_sistema,3,49.75,21.18,85.03,0,0,1,1,Site Page,4,0.2491,0
1104,Administrativo,mobile_app,quinta,11-14,busca_interna,buscar_documento,3,125.92,20.74,161.19,1,0,0,1,Document,4,0.1287,0
1105,Tecnico,desktop,segunda,11-14,atalho_sistema,buscar_sistema,5,70.05,17.55,99.1,0,0,1,1,Site Page,6,0.1771,0
1106,Operacional,desktop,quinta,11-14,atalho_sistema,ler_comunicado,6,5.59,91.15,123.17,0,1,0,1,News Post,7,0.74,0
1107,Pesquisador,desktop,segunda,06-08,busca_interna,buscar_documento,3,87.2,20.28,140.2,1,0,1,1,Document,5,0.1447,0
1108,Operacional,desktop,segunda,08-11,link_email,acompanhar_noticias,2,18.82,44.08,75.91,0,0,0,1,News Post,2,0.5807,0
1109,Operacional,desktop,terca,08-11,atalho_sistema,ler_comunicado,1,9.29,58.74,107.72,0,1,0,1,News Post,2,0.5453,0
1110,Pesquisador,desktop,quinta,08-11,home_direta,buscar_documento,2,46.94,32.55,94.26,1,0,1,0,Document,4,0.3453,0
1111,Pesquisador,desktop,segunda,06-08,link_email,acompanhar_noticias,6,6.71,113.67,134.17,0,0,0,1,News Post,6,0.8472,0
1112,Pesquisador,desktop,quarta,08-11,home_direta,buscar_documento,3,12.73,40.29,70.85,0,0,0,1,Document,3,0.5687,0
1113,Pesquisador,desktop,segunda,08-11,home_direta,ler_comunicado,4,18.03,66.23,104.32,0,1,0,1,News Post,5,0.6349,0
1114,Pesquisador,desktop,sexta,14-17,atalho_sistema,buscar_documento,3,41.73,29.46,78.07,1,0,1,1,Document,5,0.3774,0
1115,Tecnico,desktop,quarta,08-11,home_direta,buscar_sistema,3,19.55,5.92,32.04,0,0,1,0,Site Page,4,0.1848,1
1116,Pesquisador,desktop,terca,20-06,link_email,acompanhar_noticias,5,8.3,22.61,56.69,0,0,0,1,News Post,5,0.3988,0
1117,Pesquisador,desktop,sexta,20-06,atalho_sistema,buscar_sistema,1,34.37,20.13,96.81,0,0,1,1,Site Page,2,0.2079,0
1118,Operacional,desktop,terca,08-11,home_direta,buscar_sistema,4,29.49,53.68526251466586,115.06778321771826,0,0,1,1,Site Page,5,0.4666,0
1119,Operacional,desktop,quarta,08-11,link_email,ler_comunicado,10,15.04,111.41,140.07,0,1,0,1,News Post,11,0.7954,0
1120,Operacional,desktop,terca,11-14,home_direta,buscar_sistema,1,29.32,60.62,99.49,0,0,1,0,Site Page,2,0.6093,0
1121,Administrativo,desktop,segunda,14-17,home_direta,ler_comunicado,4,5.6,55.64,109.96,0,1,0,1,News Post,5,0.506,0
1122,Pesquisador,desktop,quarta,14-17,link_email,ler_comunicado,3,22.04,104.34,141.06,0,1,0,1,News Post,4,0.7397,0
1123,Administrativo,desktop,segunda,08-11,home_direta,buscar_pessoa,1,77.91,18.24,106.98,1,0,0,0,Site Page,2,0.1705,0
1124,Pesquisador,desktop,quinta,14-17,atalho_sistema,ler_comunicado,4,7.79,54.92,81.44,0,1,0,1,News Post,5,0.6744,0
1125,Tecnico,desktop,quinta,08-11,link_email,acompanhar_noticias,7,11.44,64.03,96.27,0,1,0,0,News Post,8,0.6651,0
1126,Pesquisador,desktop,quarta,08-11,atalho_sistema,buscar_documento,2,31.44,20.61,71.81,0,0,0,1,Document,2,0.287,0
1127,Pesquisador,desktop,segunda,11-14,busca_interna,buscar_documento,7,53.78,50.73,117.28,1,0,1,0,Document,9,0.4326,0
1128,Tecnico,desktop,quinta,08-11,link_email,ler_comunicado,1,8.17,43.51,69.06,0,0,0,0,News Post,1,0.63,0
1129,Administrativo,desktop,segunda,14-17,link_email,ler_comunicado,2,9.51,49.41,86.22,0,1,0,1,News Post,3,0.5731,0
1130,Administrativo,desktop,quinta,11-14,busca_interna,buscar_pessoa,2,99.0,26.59,137.49,1,0,0,1,Site Page,3,0.1934,0
1131,Administrativo,desktop,sexta,08-11,atalho_sistema,ler_comunicado,6,13.88,109.27,145.49,0,1,0,1,News Post,7,0.751,0
1132,Pesquisador,desktop,terca,11-14,busca_interna,buscar_documento,2,72.63,28.02,128.04,1,0,1,1,Document,4,0.2188,0
1133,Administrativo,desktop,quarta,08-11,atalho_sistema,ler_comunicado,4,9.27,66.19,102.37,0,1,0,1,News Post,5,0.6466,0
1134,Pesquisador,desktop,quarta,17-20,home_direta,ler_comunicado,4,7.51,69.16,87.45,0,1,0,1,News Post,5,0.7909,0
1135,Tecnico,desktop,terca,17-20,busca_interna,buscar_sistema,2,37.9,11.36,53.99,1,0,1,1,Site Page,4,0.2104,0
1136,Pesquisador,desktop,sexta,08-11,busca_interna,buscar_documento,1,24.28,22.51,55.07,1,0,0,1,Document,2,0.4088,0
1137,Operacional,desktop,quarta,11-14,busca_interna,buscar_sistema,2,92.89,27.18,134.84,1,0,1,0,Site Page,4,0.2016,0
1138,Administrativo,desktop,domingo,11-14,link_email,ler_comunicado,1,11.05,39.6,67.48,0,0,0,1,News Post,1,0.5868,0
1139,Tecnico,desktop,quinta,08-11,link_email,acompanhar_noticias,3,16.65,8.28,70.78,0,0,0,1,News Post,3,0.117,0
1140,Pesquisador,desktop,quinta,06-08,atalho_sistema,buscar_documento,4,50.32,45.18,108.75,1,0,1,1,Document,6,0.4154,0
1141,Tecnico,desktop,terca,06-08,home_direta,buscar_documento,2,83.25,18.11,113.16,1,0,0,1,Document,3,0.16,0
1142,Administrativo,desktop,terca,08-11,link_email,ler_comunicado,4,15.08,151.23,184.69,0,1,0,1,News Post,5,0.8188,0
1143,Pesquisador,desktop,terca,08-11,home_direta,acompanhar_noticias,2,29.89,61.9,102.71,0,1,0,1,News Post,3,0.6027,0
1144,Pesquisador,desktop,segunda,08-11,home_direta,buscar_pessoa,4,42.0,36.43,86.42,0,0,0,1,Site Page,4,0.4215,0
1145,Pesquisador,desktop,quinta,11-14,home_direta,ler_comunicado,3,7.27,42.11,56.46,0,0,0,1,News Post,3,0.7458,0
1146,Administrativo,desktop,domingo,06-08,busca_interna,buscar_pessoa,1,35.42,78.97,125.95,1,0,0,1,Site Page,2,0.627,0
1147,Tecnico,desktop,sexta,14-17,atalho_sistema,buscar_sistema,1,52.88,9.14,71.52,0,0,1,1,Site Page,2,0.1278,0
1148,Operacional,desktop,quinta,11-14,home_direta,acompanhar_noticias,2,34.43,82.81,120.6,0,1,0,1,News Post,3,0.6867,0
1149,Administrativo,desktop,quarta,14-17,home_direta,buscar_documento,2,115.25,46.44,182.31,1,0,1,1,Document,4,0.2547,0
1150,Administrativo,desktop,domingo,08-11,busca_interna,buscar_documento,2,26.19,19.92,59.35,1,0,1,1,Document,4,0.3356,0
1151,Pesquisador,desktop,sabado,08-11,home_direta,ler_comunicado,3,8.76,205.9,225.44,0,1,0,1,News Post,4,0.9133,0
1152,Administrativo,desktop,quinta,14-17,busca_interna,buscar_documento,7,8.89,26.17,43.05,1,0,1,1,Document,9,0.6079,0
1153,Pesquisador,desktop,quinta,08-11,atalho_sistema,buscar_sistema,3,18.41,46.92,80.6,0,0,1,1,Site Page,4,0.5821,0
1154,Administrativo,desktop,segunda,11-14,home_direta,buscar_sistema,2,67.93,28.41,120.72,0,0,1,1,Site Page,3,0.2353,0
1155,Administrativo,desktop,quinta,14-17,home_direta,ler_comunicado,2,25.5,60.5,109.44,0,0,0,1,News Post,2,0.5528,0
1156,Tecnico,desktop,terca,20-06,home_direta,acompanhar_noticias,6,7.6,55.16,85.07,0,1,0,1,News Post,7,0.6484,0
1157,Pesquisador,desktop,sabado,11-14,home_direta,acompanhar_noticias,4,11.19,61.14,91.57,0,1,0,1,News Post,5,0.6677,0
1158,Pesquisador,desktop,segunda,08-11,home_direta,ler_comunicado,3,10.51,111.59,147.26,0,1,0,1,News Post,4,0.7578,0
1159,Operacional,desktop,quinta,08-11,link_email,acompanhar_noticias,3,8.24,34.75,52.98,0,1,0,1,News Post,4,0.6559,0
1160,Operacional,desktop,quinta,08-11,busca_interna,acompanhar_noticias,4,16.4,33.12,66.12,1,0,0,0,News Post,5,0.5009,0
1161,Pesquisador,desktop,sabado,08-11,home_direta,buscar_documento,1,112.46,11.72,141.08,1,0,1,1,Document,3,0.0831,0
1162,Tecnico,desktop,segunda,14-17,home_direta,buscar_sistema,5,30.85,34.09,79.47,0,0,0,0,Site Page,5,0.429,0
1163,Operacional,desktop,sexta,08-11,link_email,acompanhar_noticias,4,14.25,49.69,74.84,0,1,0,1,News Post,5,0.6639,0
1164,Pesquisador,desktop,quarta,08-11,link_email,acompanhar_noticias,6,22.47,69.03,97.09,0,1,0,1,News Post,7,0.711,0
1165,Pesquisador,desktop,terca,11-14,busca_interna,buscar_sistema,4,46.05,21.84,93.87,1,0,0,0,Site Page,5,0.2327,0
1166,Administrativo,desktop,sexta,08-11,home_direta,buscar_pessoa,2,24.52,37.92,75.6,0,0,0,1,Site Page,2,0.5016,0
1167,Administrativo,desktop,segunda,14-17,busca_interna,buscar_sistema,3,31.94,38.65,79.82,1,0,1,1,Site Page,5,0.4842,0
1168,Administrativo,desktop,sexta,20-06,home_direta,ler_comunicado,4,7.88,62.36,81.45,0,1,0,1,News Post,5,0.7656,0
1169,Tecnico,desktop,segunda,14-17,home_direta,buscar_sistema,1,38.8,44.7,93.94,0,0,0,1,Site Page,1,0.4758,0
1170,Pesquisador,desktop,sabado,06-08,busca_interna,buscar_pessoa,3,50.39,16.15,110.65,1,0,0,0,Site Page,4,0.146,0
1171,Tecnico,desktop,quarta,08-11,busca_interna,ler_comunicado,3,19.35,142.57,172.38,1,1,0,1,News Post,5,0.8271,0
1172,Tecnico,desktop,terca,14-17,busca_interna,buscar_documento,1,28.56,16.43,69.38,1,0,1,0,Document,3,0.2368,0
1173,Tecnico,desktop,quinta,17-20,atalho_sistema,buscar_documento,2,90.99,17.46,121.76,1,0,1,1,Document,4,0.1434,0
1174,Tecnico,desktop,quarta,06-08,atalho_sistema,buscar_sistema,5,49.83,43.57,97.67,0,0,0,1,Site Page,5,0.4461,0
1175,Operacional,desktop,segunda,06-08,home_direta,buscar_sistema,3,44.3,54.35,120.83,0,0,0,1,Site Page,3,0.4498,0
1176,Operacional,desktop,segunda,08-11,home_direta,acompanhar_noticias,4,12.98,52.64,83.37,0,1,0,1,News Post,5,0.6314,0
1177,Pesquisador,desktop,sexta,08-11,atalho_sistema,acompanhar_noticias,1,7.35,40.05,53.03,0,1,0,1,News Post,2,0.7552,0
1178,Operacional,desktop,quarta,08-11,home_direta,buscar_sistema,1,19.44,49.47,98.67,0,0,1,0,Site Page,2,0.5014,0
1179,Administrativo,desktop,sexta,17-20,busca_interna,buscar_sistema,2,78.71,47.49,130.3,1,0,1,1,Site Page,4,0.3645,0
1180,Pesquisador,desktop,sexta,08-11,busca_interna,buscar_pessoa,4,73.52,29.34,130.59,1,0,0,1,Site Page,5,0.2247,0
1181,Pesquisador,desktop,domingo,14-17,atalho_sistema,buscar_documento,1,18.58,40.47,84.19,0,0,1,0,Document,2,0.4807,0
1182,Tecnico,desktop,quarta,08-11,busca_interna,buscar_pessoa,3,40.82,74.32,120.2,1,0,0,0,Site Page,4,0.6183,0
1183,Tecnico,desktop,sexta,14-17,atalho_sistema,buscar_sistema,2,8.17,19.1,57.36,0,0,1,0,Site Page,3,0.333,0
1184,Tecnico,desktop,terca,08-11,home_direta,acompanhar_noticias,6,9.98,98.14,118.74,0,1,0,0,News Post,7,0.8265,0
1185,Administrativo,desktop,terca,08-11,link_email,ler_comunicado,2,7.62,68.92,112.45,0,0,0,1,News Post,2,0.6129,0
1186,Administrativo,desktop,terca,08-11,atalho_sistema,buscar_sistema,5,40.4,35.4,86.77,0,0,1,1,Site Page,6,0.408,0
1187,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,4,70.88,25.31,103.5,1,0,0,1,Document,5,0.2445,0
1188,Administrativo,desktop,sabado,11-14,busca_interna,buscar_sistema,6,51.84,30.8,91.19,1,0,1,1,Site Page,8,0.3378,0
1189,Pesquisador,desktop,segunda,08-11,busca_interna,buscar_pessoa,3,98.02,15.52,115.67,1,0,0,1,Site Page,4,0.1342,0
1190,Tecnico,desktop,sabado,11-14,home_direta,acompanhar_noticias,1,14.79,30.06,56.53,0,1,0,0,News Post,2,0.5318,0
1191,Tecnico,desktop,terca,17-20,busca_interna,ler_comunicado,6,52.59,74.74,148.1,1,1,0,0,News Post,8,0.5047,0
1192,Administrativo,desktop,sexta,11-14,atalho_sistema,buscar_documento,1,17.55,22.07,62.99,0,0,1,0,Document,2,0.3504,0
1193,Tecnico,desktop,terca,14-17,home_direta,buscar_documento,2,38.73,28.84,81.21,1,0,1,0,Document,4,0.3551,0
1194,Operacional,desktop,quinta,11-14,home_direta,acompanhar_noticias,3,6.12,39.03,56.7,0,1,0,1,News Post,4,0.6884,0
1195,Pesquisador,desktop,quarta,08-11,home_direta,ler_comunicado,1,10.4,132.1,146.55,0,1,0,0,News Post,2,0.9014,0
1196,Pesquisador,desktop,quarta,14-17,busca_interna,buscar_documento,3,69.96,26.87,104.26,1,0,0,0,Document,4,0.2577,0
1197,Administrativo,desktop,quinta,08-11,busca_interna,buscar_documento,4,41.01,13.52,73.85,1,0,1,0,Document,6,0.1831,0
1198,Tecnico,desktop,terca,17-20,busca_interna,acompanhar_noticias,4,14.58,54.38,91.43,1,1,0,1,News Post,6,0.5948,0
1199,Administrativo,desktop,quarta,11-14,busca_interna,buscar_sistema,2,117.97,32.25,156.86,1,0,1,1,Site Page,4,0.2056,0
1200,Administrativo,desktop,quarta,11-14,home_direta,buscar_sistema,1,111.69,32.71,175.76,0,0,1,1,Site Page,2,0.1861,0
1201,Administrativo,desktop,terca,14-17,home_direta,buscar_sistema,7,13.09,16.33,55.97,0,0,1,1,Site Page,8,0.2918,0
1202,Operacional,desktop,quarta,14-17,link_email,ler_comunicado,6,7.73,174.2,188.4,0,1,0,1,News Post,7,0.9246,0
1203,Operacional,desktop,terca,08-11,link_email,buscar_pessoa,1,31.23,4.62,62.85,1,0,0,0,Site Page,2,0.0735,0
1204,Administrativo,desktop,sabado,17-20,atalho_sistema,acompanhar_noticias,6,11.02,26.55,41.31,0,0,0,1,News Post,6,0.6427,0
1205,Pesquisador,desktop,segunda,08-11,link_email,buscar_documento,2,22.13,25.6,50.24,0,0,1,0,Document,3,0.5096,0
1206,Administrativo,desktop,terca,20-06,atalho_sistema,buscar_pessoa,2,23.42,62.92,88.86,0,0,0,0,Site Page,2,0.7081,0
1207,Pesquisador,desktop,segunda,08-11,busca_interna,buscar_documento,2,118.06,149.91,293.32,1,0,1,1,Document,4,0.5111,0
1208,Operacional,desktop,domingo,11-14,home_direta,ler_comunicado,9,6.49,123.11,143.69,0,1,0,1,News Post,10,0.8568,0
1209,Administrativo,desktop,segunda,14-17,busca_interna,buscar_sistema,4,35.04,38.68,87.07,1,0,0,1,Site Page,5,0.4442,0
1210,Administrativo,desktop,terca,11-14,home_direta,buscar_documento,7,66.26,15.82,84.25,1,0,1,1,Document,9,0.1878,0
1211,Pesquisador,desktop,sabado,14-17,busca_interna,buscar_sistema,3,72.17,13.97,103.52,1,0,1,1,Site Page,5,0.1349,0
1212,Tecnico,desktop,sexta,20-06,link_email,buscar_sistema,3,38.24,47.02,98.66,0,0,1,1,Site Page,4,0.4766,0
1213,Operacional,desktop,sexta,11-14,link_email,ler_comunicado,6,4.96,87.52,94.58,0,0,0,0,News Post,6,0.9254,0
1214,Tecnico,desktop,sexta,08-11,home_direta,buscar_sistema,4,27.05,42.24,94.37,0,0,1,1,Site Page,5,0.4476,0
1215,Operacional,desktop,quarta,20-06,home_direta,acompanhar_noticias,4,9.17,82.64,107.04,0,1,0,1,News Post,5,0.772,0
1216,Tecnico,desktop,domingo,17-20,atalho_sistema,buscar_sistema,4,10.73,88.01,113.64,0,0,1,1,Site Page,5,0.7745,0
1217,Tecnico,desktop,terca,17-20,atalho_sistema,buscar_sistema,5,21.53,42.89,83.52,0,0,1,0,Site Page,6,0.5135,0
1218,Pesquisador,desktop,sexta,06-08,busca_interna,buscar_documento,2,92.36,35.7,157.4,1,0,0,1,Document,3,0.2268,0
1219,Tecnico,mobile_app,quinta,06-08,atalho_sistema,buscar_sistema,4,16.23,12.55,37.78,0,0,1,1,Site Page,5,0.3322,0
1220,Tecnico,desktop,quinta,14-17,home_direta,buscar_documento,1,51.74,34.69,108.67,1,0,1,0,Document,3,0.3192,0
1221,Tecnico,desktop,domingo,08-11,busca_interna,buscar_documento,7,96.45,16.79,136.62,1,0,0,0,Document,8,0.1229,0
1222,Administrativo,desktop,quarta,20-06,home_direta,ler_comunicado,2,8.23,62.68,90.78,0,0,0,0,News Post,2,0.6905,0
1223,Tecnico,desktop,sexta,17-20,atalho_sistema,buscar_documento,2,12.87,22.41,43.78,0,0,1,1,Document,3,0.5119,0
1224,Tecnico,desktop,sexta,06-08,busca_interna,buscar_documento,1,91.38,31.46,128.24,1,0,0,0,Document,2,0.2453,0
1225,Pesquisador,desktop,terca,11-14,home_direta,buscar_sistema,3,29.54,30.53,95.24,0,0,0,1,Site Page,3,0.3206,0
1226,Administrativo,desktop,terca,06-08,home_direta,buscar_sistema,2,9.47,36.02,53.51,0,0,1,0,Site Page,3,0.6731,0
1227,Pesquisador,desktop,terca,11-14,link_email,ler_comunicado,6,15.22,156.6,174.26,0,1,0,1,News Post,7,0.8987,0
1228,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,1,40.04,10.33,62.71,0,0,1,0,Site Page,2,0.1647,0
1229,Administrativo,desktop,terca,06-08,atalho_sistema,acompanhar_noticias,4,7.83,208.28,226.13,0,1,0,1,News Post,5,0.9211,0
1230,Administrativo,desktop,segunda,08-11,link_email,ler_comunicado,2,6.69,72.67,111.7,0,1,0,1,News Post,3,0.6506,0
1231,Administrativo,desktop,quarta,14-17,atalho_sistema,buscar_pessoa,2,45.3,80.64,132.6,1,0,0,1,Site Page,3,0.6081,0
1232,Operacional,desktop,segunda,06-08,home_direta,buscar_documento,5,68.65,27.62,124.98,1,0,1,1,Document,7,0.221,0
1233,Administrativo,desktop,domingo,06-08,home_direta,buscar_sistema,2,46.51,10.15,67.84,0,0,0,1,Site Page,2,0.1496,0
1234,Operacional,desktop,segunda,08-11,atalho_sistema,buscar_pessoa,2,67.46,18.59,97.84,1,0,0,1,Site Page,3,0.19,0
1235,Administrativo,desktop,terca,17-20,busca_interna,buscar_sistema,6,45.7,25.45,81.52,1,0,1,1,Site Page,8,0.3122,0
1236,Pesquisador,desktop,quinta,14-17,home_direta,buscar_documento,3,97.33,14.92,130.69,1,0,1,0,Document,5,0.1142,0
1237,Administrativo,desktop,segunda,11-14,home_direta,buscar_documento,3,39.68,14.86,57.19,0,0,0,1,Document,3,0.2598,0
1238,Pesquisador,desktop,quarta,17-20,home_direta,acompanhar_noticias,2,11.66,28.76,50.47,0,1,0,1,News Post,3,0.5698,0
1239,Administrativo,mobile_web,segunda,08-11,atalho_sistema,acompanhar_noticias,4,10.7,21.12,45.09,0,1,0,1,News Post,5,0.4684,0
1240,Tecnico,desktop,quarta,11-14,home_direta,buscar_documento,5,47.67,19.17,79.36,1,0,1,1,Document,7,0.2416,0
1241,Tecnico,desktop,terca,08-11,busca_interna,buscar_sistema,4,65.57,24.54,121.91,1,0,0,0,Site Page,5,0.2013,0
1242,Tecnico,desktop,sexta,08-11,link_email,buscar_documento,4,97.43,21.94,122.81,1,0,1,0,Document,6,0.1786,0
1243,Administrativo,desktop,quinta,06-08,atalho_sistema,buscar_sistema,4,18.66,27.75,76.54,0,0,1,1,Site Page,5,0.3626,0
1244,Operacional,desktop,terca,08-11,home_direta,acompanhar_noticias,5,15.99,14.53,52.57,0,1,0,1,News Post,6,0.2764,0
1245,Operacional,desktop,segunda,11-14,home_direta,acompanhar_noticias,4,19.22,148.3,216.31,0,1,0,0,News Post,5,0.6856,0
1246,Pesquisador,desktop,terca,14-17,atalho_sistema,buscar_documento,2,31.83,38.13,110.41,0,0,0,1,Document,2,0.3453,0
1247,Pesquisador,desktop,sexta,14-17,home_direta,acompanhar_noticias,3,12.41,129.8,157.86,0,0,0,1,News Post,3,0.8222,0
1248,Tecnico,desktop,sexta,08-11,busca_interna,buscar_documento,4,70.53,7.79,86.31,1,0,1,1,Document,6,0.0903,0
1249,Pesquisador,desktop,quarta,08-11,atalho_sistema,buscar_documento,3,101.0,29.29,155.66,1,0,0,1,Document,4,0.1882,0
1250,Tecnico,desktop,sexta,14-17,link_email,ler_comunicado,2,15.2,47.39,72.27,0,1,0,1,News Post,3,0.6557,0
1251,Operacional,desktop,quarta,08-11,home_direta,buscar_sistema,1,25.67,30.29,72.77,0,0,1,1,Site Page,2,0.4162,0
1252,Pesquisador,desktop,segunda,11-14,atalho_sistema,buscar_pessoa,2,21.02,35.43,71.42,0,0,0,0,Site Page,2,0.4961,0
1253,Pesquisador,desktop,quinta,11-14,home_direta,ler_comunicado,3,7.57,59.55,77.37,0,0,0,0,News Post,3,0.7697,0
1254,Pesquisador,mobile_web,terca,06-08,home_direta,buscar_sistema,1,19.22,52.55,81.86,0,0,1,1,Site Page,2,0.6419,0
1255,Operacional,desktop,segunda,08-11,link_email,buscar_documento,3,21.76,24.08,77.97,0,0,0,1,Document,3,0.3088,0
